imdb_ids,Act_Adven_West,Mus_Bio_His_War_Doc,Sh_Ani_Fam,Fant_SF,Mys_Cri_Hor_Thr,Romance,Drama,Comedy,Other
117788,0,0,0,0,0,0,0,1,0.0
114436,0,0,0,0,0,0,1,0,0.0
102216,0,0,1,0,0,1,0,1,0.0
104602,0,0,0,0,0,0,0,1,0.0
382271,0,0,0,0,1,1,1,0,0.0
825745,1,0,1,0,0,0,1,0,0.0
935113,0,0,0,0,0,0,1,0,0.0
484039,0,0,0,0,0,1,1,0,1.0
869977,0,0,0,0,0,1,1,0,0.0
420318,0,0,0,0,0,0,1,1,0.0
1164554,0,1,0,0,0,0,0,0,0.0
259685,1,0,0,1,1,0,0,1,0.0
465203,0,0,0,0,1,0,0,0,0.0
73152,0,0,0,0,0,0,1,0,0.0
367677,0,0,0,1,1,0,0,0,0.0
839938,0,0,0,0,1,0,1,0,0.0
264323,0,0,0,0,1,0,0,1,0.0
419198,0,1,0,0,0,1,1,1,0.0
305569,0,0,0,0,0,0,1,0,0.0
108624,1,1,0,1,0,0,0,0,0.0
89077,0,0,0,0,0,0,0,1,0.0
470000,0,0,0,1,1,0,1,0,0.0
341495,1,0,0,0,1,1,1,0,0.0
220580,1,0,0,1,1,1,1,1,0.0
113987,0,1,0,0,0,0,1,0,0.0
117011,1,0,0,0,1,1,0,0,0.0
106548,0,0,1,0,0,0,0,1,0.0
230011,1,0,1,1,0,0,0,0,0.0
206314,0,0,0,0,1,0,1,0,0.0
119210,1,0,0,0,1,0,0,0,0.0
189998,0,0,0,0,1,0,1,0,0.0
180073,0,1,0,0,0,0,1,0,0.0
110093,1,0,0,0,0,1,0,1,0.0
53285,0,1,1,1,0,1,0,0,0.0
494271,0,0,0,0,1,0,1,0,0.0
922424,0,0,0,0,0,0,1,0,0.0
110366,0,0,1,0,0,1,0,1,0.0
1130898,1,0,1,0,0,0,1,0,0.0
105128,0,0,0,1,1,0,0,0,0.0
29843,1,0,0,0,0,1,1,0,0.0
107302,0,0,0,0,1,0,1,0,0.0
298504,0,0,0,0,0,1,0,1,0.0
308383,0,0,0,0,1,1,1,0,0.0
313911,1,0,1,0,1,1,0,1,0.0
89907,0,0,0,0,1,0,0,1,0.0
395947,0,0,1,1,0,0,0,0,0.0
322289,0,0,0,0,0,0,1,0,0.0
304327,0,0,0,0,0,0,0,1,0.0
387162,0,0,1,0,1,0,0,1,0.0
328589,0,0,0,0,0,1,1,1,0.0
92618,0,0,0,0,0,1,1,1,0.0
72080,0,0,0,0,0,0,0,1,0.0
294594,0,0,0,0,1,0,0,0,0.0
91306,0,0,0,0,1,1,0,1,0.0
393597,0,1,0,0,0,0,0,0,0.0
82406,1,0,1,0,0,0,1,0,0.0
40662,1,0,1,0,0,0,1,0,0.0
184526,1,0,0,0,0,1,0,1,0.0
102526,1,0,0,0,1,0,1,0,0.0
245686,1,0,0,0,1,1,1,1,0.0
415377,0,1,0,0,0,0,0,0,1.0
75222,0,0,0,0,0,0,0,1,0.0
51994,1,1,0,0,0,0,1,0,0.0
261983,0,0,0,0,1,0,0,0,0.0
46876,1,0,0,1,1,0,0,0,0.0
91431,1,0,0,0,0,0,0,1,0.0
939826,0,0,0,0,0,1,1,1,0.0
388362,1,0,0,0,1,0,0,0,0.0
298482,0,0,0,1,0,0,0,1,0.0
242998,0,0,0,0,1,0,0,0,0.0
241760,0,0,1,0,0,0,0,1,0.0
80439,0,0,0,0,0,0,0,1,0.0
116095,0,0,0,0,1,0,1,0,0.0
117107,0,0,0,0,1,0,1,0,0.0
235679,1,0,1,1,0,0,0,0,0.0
239395,1,0,1,1,0,0,0,1,0.0
283139,0,0,0,0,0,0,1,0,0.0
243585,1,0,1,1,0,0,0,1,0.0
106332,0,1,0,0,0,1,1,0,0.0
185014,0,0,0,0,0,0,1,1,0.0
349205,0,0,1,0,0,0,1,1,0.0
110443,1,0,1,0,0,0,0,1,0.0
110877,0,1,0,0,0,1,1,1,0.0
274812,0,0,0,0,0,1,1,1,0.0
120004,0,0,0,1,1,0,0,0,0.0
90350,1,0,0,0,1,0,1,0,0.0
36443,1,1,0,0,0,0,1,0,0.0
328538,0,0,0,0,0,0,1,0,0.0
363282,0,0,1,0,1,1,0,1,0.0
204313,0,0,0,0,1,0,0,0,0.0
82934,0,0,0,0,1,1,1,0,0.0
991156,0,1,0,0,0,0,1,0,0.0
86637,0,0,0,0,0,0,0,1,0.0
88258,0,1,0,0,0,0,0,1,0.0
80661,0,0,0,0,1,0,0,0,0.0
71577,0,0,0,0,0,1,1,0,0.0
91278,1,1,0,0,1,0,0,0,0.0
92105,0,0,0,0,1,0,0,1,0.0
80530,1,0,1,1,0,0,0,1,0.0
106400,0,0,1,0,0,0,0,1,0.0
338135,0,0,0,0,1,1,1,1,0.0
63849,0,0,0,0,0,0,0,1,0.0
70534,1,0,0,0,1,0,1,1,0.0
368667,1,1,1,1,0,0,0,0,0.0
86425,0,0,0,0,0,0,1,1,0.0
403703,1,0,1,1,1,0,0,1,0.0
84897,0,1,0,0,1,0,1,0,0.0
317676,1,0,0,0,1,0,0,0,0.0
246514,0,0,0,0,0,1,0,1,0.0
88850,0,0,0,0,0,0,0,1,0.0
105415,0,1,0,0,0,1,1,1,0.0
385183,0,0,0,0,0,0,0,1,0.0
108238,1,0,0,0,1,0,0,0,0.0
323872,0,0,0,0,0,0,1,1,0.0
113081,0,0,0,0,0,0,0,1,0.0
56264,1,1,0,0,0,1,1,0,0.0
252503,1,0,0,0,1,0,1,0,0.0
200027,0,1,0,0,0,1,1,1,0.0
64800,0,0,0,0,0,0,0,1,0.0
816544,0,1,0,0,0,0,1,0,0.0
364343,1,0,0,1,1,0,1,0,0.0
825348,0,1,0,0,0,0,1,0,0.0
108211,0,1,0,0,0,0,1,0,0.0
109424,0,0,0,0,0,1,1,1,0.0
130887,0,0,0,0,1,0,1,1,0.0
1236876,0,1,0,0,0,0,0,0,0.0
383694,0,0,0,0,1,0,1,0,0.0
498846,0,0,0,0,0,0,1,0,0.0
1144805,1,1,0,0,0,0,0,0,1.0
115580,0,0,0,0,0,0,0,1,0.0
80009,0,0,0,0,0,1,1,0,0.0
107214,0,0,0,0,0,0,1,1,0.0
1236399,0,0,1,0,1,0,1,0,1.0
100280,0,0,0,0,1,0,0,1,0.0
361467,0,1,1,0,0,1,0,1,0.0
104558,1,0,0,0,1,0,0,1,0.0
104782,0,0,0,0,0,0,1,1,0.0
373762,1,0,0,0,1,0,0,0,0.0
77864,1,0,0,0,0,0,0,1,1.0
79100,1,0,0,0,0,1,1,1,0.0
1194229,0,0,0,0,0,0,1,1,0.0
487485,0,1,0,0,0,0,0,0,1.0
478702,0,1,0,0,0,1,1,0,0.0
85995,1,0,0,0,0,1,0,1,0.0
1035736,0,1,0,0,0,0,1,0,0.0
98309,0,0,0,0,0,0,0,1,0.0
117589,0,0,0,0,0,0,1,0,0.0
79718,1,0,0,0,1,0,1,1,0.0
772168,0,0,0,0,0,0,1,0,0.0
379889,0,0,0,0,0,1,1,0,0.0
109520,1,0,1,0,0,0,1,1,1.0
66473,1,1,0,0,0,0,1,0,0.0
104349,0,0,0,0,0,0,0,1,0.0
93713,0,0,0,0,0,0,1,0,0.0
79588,1,1,1,0,0,0,0,1,0.0
293715,0,0,0,0,0,1,1,1,0.0
87148,0,0,0,0,0,0,0,1,0.0
362269,0,1,0,0,0,1,1,0,0.0
98282,0,0,0,0,1,0,0,1,0.0
99253,0,0,0,0,1,0,1,0,0.0
387541,1,0,0,1,0,0,1,0,0.0
379557,1,1,0,0,0,0,1,0,1.0
411702,0,1,0,0,1,0,1,0,0.0
486946,1,0,0,0,0,0,0,1,0.0
90945,0,0,0,0,0,0,0,1,0.0
284620,0,0,0,0,0,0,0,1,0.0
461708,1,0,0,0,0,1,1,0,0.0
461658,0,1,0,0,0,1,1,0,0.0
62467,0,0,0,0,1,0,0,0,0.0
53580,1,1,0,0,0,0,1,0,0.0
109190,1,0,1,0,1,0,1,1,0.0
166106,0,1,0,0,0,0,0,0,0.0
331953,0,0,0,0,1,0,0,1,0.0
410520,0,1,0,0,0,0,0,0,0.0
112913,1,0,0,0,1,1,1,0,0.0
80179,1,0,0,0,0,0,0,1,0.0
110657,1,0,1,0,0,1,1,0,1.0
35423,0,0,0,1,0,1,0,1,0.0
115491,1,1,1,1,0,1,0,1,0.0
91578,0,0,0,0,0,1,1,1,0.0
88885,1,0,1,1,0,0,0,1,0.0
274546,0,0,0,0,1,0,0,0,0.0
356470,0,0,1,0,0,1,0,1,0.0
109779,1,1,0,1,1,1,1,0,0.0
387575,0,0,0,1,1,0,1,1,0.0
1312212,0,0,1,0,0,0,0,1,0.0
411477,1,0,0,1,1,0,0,0,0.0
91867,0,0,0,0,0,1,1,0,0.0
765476,1,0,1,1,0,1,0,1,0.0
325861,0,0,0,0,1,0,0,1,0.0
366551,1,0,0,0,0,0,0,1,0.0
396752,0,0,1,1,0,0,0,1,0.0
101917,0,0,0,1,1,0,0,1,0.0
75790,1,0,1,1,0,0,0,0,0.0
354002,0,0,0,0,0,1,0,1,0.0
70510,0,0,0,0,1,0,1,1,0.0
275277,1,0,1,1,1,0,1,0,0.0
66808,0,0,0,0,0,0,0,1,0.0
312318,0,1,0,0,0,0,0,0,0.0
97940,0,0,0,0,1,0,1,1,0.0
116259,0,0,0,0,1,0,1,0,0.0
99740,0,0,0,1,1,0,0,0,0.0
109439,1,0,0,0,0,0,1,1,0.0
67372,0,1,0,0,0,0,1,0,0.0
814314,0,0,0,0,0,1,1,0,0.0
73812,0,1,0,0,0,0,1,0,0.0
396184,1,0,0,0,1,0,1,0,0.0
425379,1,0,0,0,1,0,1,0,0.0
52027,1,0,0,0,0,0,1,0,0.0
154443,0,0,0,0,0,0,1,1,0.0
111049,0,0,0,1,0,0,0,1,0.0
81554,0,0,0,0,0,1,1,1,0.0
89346,0,0,0,0,1,0,1,1,0.0
371739,0,0,0,0,1,0,1,0,0.0
95488,0,0,0,0,1,0,0,1,0.0
411498,0,1,0,0,0,0,0,0,1.0
365885,0,0,0,0,0,0,1,1,0.0
151738,0,0,0,0,0,1,1,1,0.0
63374,0,0,0,0,0,0,0,1,0.0
95271,0,0,0,0,1,0,0,0,0.0
351977,1,0,0,0,1,0,1,0,0.0
113419,1,0,1,1,0,0,1,0,0.0
33563,0,1,1,0,0,0,1,0,0.0
245844,1,0,0,0,1,1,1,0,0.0
117628,0,0,0,0,0,1,1,1,0.0
102768,0,0,0,0,0,1,1,0,0.0
120514,0,1,0,0,0,1,1,0,0.0
244870,0,0,0,1,1,0,1,0,0.0
246544,1,0,0,0,0,1,1,0,0.0
74452,1,1,0,0,1,0,1,0,0.0
322807,1,0,0,0,0,1,0,1,1.0
131369,0,0,0,0,0,0,1,1,0.0
283027,0,0,0,0,1,0,0,0,0.0
185371,0,0,0,0,1,0,0,0,0.0
69400,0,0,0,0,0,0,0,1,0.0
86856,1,0,0,1,0,1,0,1,0.0
109348,1,0,0,0,1,0,0,1,0.0
46008,0,1,1,0,0,0,0,0,0.0
56059,1,0,0,0,0,1,1,1,0.0
1235807,0,0,0,0,0,1,1,1,0.0
73482,0,0,1,0,1,0,0,1,0.0
111070,0,0,1,1,0,0,1,1,0.0
277371,0,0,0,0,0,0,0,1,0.0
374583,0,1,0,0,0,1,1,1,0.0
402399,0,1,0,0,0,1,1,0,0.0
387412,0,1,0,0,0,0,0,0,0.0
46766,0,0,0,0,0,0,0,1,0.0
418657,0,0,0,0,1,0,1,1,0.0
94074,1,0,1,1,0,0,0,0,0.0
51525,0,0,0,0,1,0,1,0,0.0
120434,0,0,0,0,0,0,0,1,0.0
401085,0,0,0,0,0,0,1,1,0.0
45793,0,1,0,0,0,1,1,0,0.0
105428,0,0,0,1,1,0,0,0,0.0
222812,0,0,0,1,1,0,0,1,0.0
1139328,0,0,0,0,1,0,0,0,0.0
809432,0,1,0,0,0,0,1,0,0.0
220506,0,0,0,0,1,0,0,1,0.0
114906,0,0,0,0,0,0,1,1,0.0
113819,0,0,0,1,0,1,0,1,0.0
283111,0,0,0,0,0,1,0,1,0.0
367652,0,0,0,0,0,0,0,1,0.0
78446,0,1,0,0,0,0,0,1,0.0
274711,0,0,0,0,1,0,1,0,0.0
405325,1,0,1,1,0,0,0,1,0.0
421239,0,0,0,0,1,0,0,0,0.0
34248,0,0,0,0,1,0,0,0,0.0
64072,1,1,0,0,0,0,1,0,0.0
412522,1,0,0,1,0,0,0,0,0.0
97457,0,1,0,0,0,0,1,0,0.0
265087,1,0,0,1,0,0,0,1,0.0
211443,1,0,0,1,1,0,0,0,0.0
113986,0,0,0,0,0,1,0,1,0.0
97728,0,1,0,0,0,0,0,1,0.0
255067,0,0,0,0,1,0,0,1,0.0
111543,1,0,1,0,0,1,1,1,0.0
74811,0,0,0,1,1,0,1,0,0.0
91757,1,0,1,0,0,0,0,1,0.0
73631,1,0,0,1,0,0,0,0,1.0
93027,1,0,0,0,0,0,1,1,0.0
456396,0,0,0,0,1,1,1,0,0.0
351299,0,0,0,0,1,0,1,0,0.0
95975,1,0,0,0,0,0,0,1,0.0
123832,0,0,1,0,0,0,0,1,0.0
146402,0,0,1,1,1,0,0,1,0.0
100475,0,0,0,1,1,0,0,1,0.0
74123,1,0,0,0,1,0,0,0,0.0
455957,0,1,0,0,0,0,1,0,0.0
213890,0,1,0,0,0,1,1,0,0.0
78723,1,1,0,0,0,0,0,1,0.0
107050,0,0,1,0,0,1,1,1,0.0
102316,0,0,1,0,0,0,1,0,0.0
83190,1,0,0,0,1,0,1,0,0.0
118682,1,1,0,0,0,0,1,0,1.0
82348,1,0,0,1,0,1,1,0,0.0
78528,0,0,0,0,0,0,0,1,0.0
229260,1,0,0,1,1,0,0,0,0.0
89087,1,0,0,0,0,0,1,0,0.0
373690,1,0,0,0,1,1,0,0,0.0
86617,0,1,0,0,0,1,1,0,0.0
80360,0,0,0,1,1,0,1,0,0.0
116778,0,0,0,0,0,0,0,1,1.0
303816,0,0,0,0,1,0,0,1,0.0
92494,0,0,1,1,0,0,0,1,0.0
219761,0,0,0,0,0,1,1,1,0.0
122718,1,0,1,1,0,0,0,1,0.0
496408,0,0,0,1,1,0,1,0,0.0
337930,1,0,0,0,1,0,1,1,0.0
90060,0,0,0,0,0,1,1,0,0.0
75223,1,0,0,0,1,1,0,1,0.0
257756,0,0,0,0,1,0,1,0,0.0
70707,0,0,0,1,0,1,0,1,0.0
83739,1,0,0,0,1,0,1,0,0.0
106673,0,0,0,0,0,1,0,1,0.0
382572,1,0,0,0,0,0,1,1,0.0
44517,1,0,0,0,0,0,0,1,0.0
52948,1,0,1,1,0,1,0,0,0.0
79240,1,0,0,0,1,0,1,0,0.0
76009,0,0,0,1,1,0,0,0,0.0
99528,0,0,0,0,1,0,1,0,0.0
325596,0,0,0,1,1,0,0,0,0.0
65938,1,1,0,0,0,0,0,1,0.0
76723,0,0,0,0,0,0,1,1,1.0
110684,0,0,0,0,0,0,1,1,0.0
50781,0,1,0,0,1,0,1,0,0.0
99044,1,0,0,0,1,0,1,1,0.0
105629,1,0,1,1,0,0,1,1,0.0
97179,1,0,0,1,1,0,0,0,0.0
86618,1,0,0,0,0,0,0,1,0.0
69097,0,0,0,0,0,1,1,1,0.0
110661,0,0,0,0,0,0,0,1,0.0
83675,1,0,0,0,1,0,1,1,0.0
42895,1,0,0,0,0,1,1,0,0.0
171363,0,0,0,1,1,0,0,0,0.0
424095,1,0,1,0,0,0,0,1,0.0
104652,1,0,1,1,0,1,0,1,0.0
124298,0,0,0,1,0,1,1,1,0.0
77921,0,0,0,1,1,0,0,0,0.0
68555,0,0,0,0,0,0,0,1,0.0
36191,1,0,0,1,0,0,0,1,0.0
292242,0,0,0,0,0,0,1,1,0.0
98966,0,0,1,0,0,1,1,1,0.0
241025,0,0,0,0,0,1,1,0,0.0
386005,1,0,0,0,1,0,1,0,0.0
368578,1,0,1,0,0,1,0,1,0.0
372237,0,0,0,0,0,1,0,1,0.0
64471,1,0,0,0,0,1,0,1,0.0
82432,1,1,0,0,0,0,1,0,0.0
93507,1,0,0,1,1,0,0,0,0.0
428646,1,0,1,1,1,0,0,1,0.0
53976,0,0,0,0,1,0,1,0,0.0
65531,0,0,0,0,1,0,1,0,0.0
386064,1,1,0,0,0,0,1,0,0.0
346336,0,0,0,0,0,1,1,0,0.0
101605,0,1,0,0,0,0,1,1,0.0
202806,0,0,0,0,0,0,0,1,0.0
425061,1,0,0,0,1,0,0,1,0.0
111301,1,0,0,0,1,0,0,1,0.0
84797,0,0,0,0,1,0,1,0,0.0
72934,0,0,0,0,0,0,0,1,0.0
58702,0,0,0,0,1,0,1,1,0.0
115433,1,0,1,0,1,0,0,1,0.0
114523,0,0,0,0,0,1,0,1,0.0
190865,1,0,0,0,1,0,1,0,0.0
72012,1,0,0,0,0,0,0,1,0.0
418819,0,0,0,0,1,0,0,0,0.0
74442,1,0,0,0,1,0,0,1,0.0
180052,1,0,0,1,0,0,0,1,0.0
997147,1,0,1,1,0,0,0,1,1.0
59017,1,0,0,0,0,1,0,1,0.0
75276,0,0,0,0,0,0,1,1,0.0
48641,0,0,0,0,0,1,0,1,0.0
120008,1,0,0,0,1,0,1,0,0.0
89424,0,0,0,0,0,0,1,0,0.0
471030,0,0,0,0,1,0,1,0,0.0
88272,0,0,0,0,1,0,1,0,0.0
62803,1,1,1,1,0,0,0,1,0.0
71691,0,1,0,0,0,0,1,0,0.0
1166098,0,0,0,0,0,1,1,1,0.0
56443,1,0,0,0,1,0,1,1,0.0
68767,1,0,0,0,1,1,1,0,0.0
84470,0,0,0,0,1,0,1,0,0.0
102667,0,0,0,1,0,0,0,1,0.0
87827,0,0,0,0,1,0,1,0,0.0
286112,1,0,0,0,0,0,0,1,1.0
157697,0,0,0,0,1,1,0,0,0.0
57129,0,0,0,0,1,0,0,0,0.0
54443,0,0,0,1,1,0,0,0,0.0
908423,0,0,0,0,0,0,1,0,0.0
110099,0,0,0,0,0,1,1,1,0.0
77416,0,1,0,0,0,0,1,0,0.0
190300,1,0,1,0,0,0,1,0,0.0
69570,0,1,0,0,0,0,1,0,0.0
79075,0,0,0,1,1,0,0,1,0.0
42546,0,0,0,1,0,0,1,1,0.0
100112,0,0,0,0,0,1,1,1,0.0
89175,0,0,0,0,1,0,0,1,0.0
110623,0,0,0,0,0,1,0,1,0.0
783767,0,0,0,0,0,1,1,0,0.0
482603,1,0,1,1,0,0,0,1,0.0
103786,0,0,1,0,0,0,1,1,0.0
1093370,0,0,0,0,0,1,1,1,0.0
74784,1,1,0,0,0,0,0,0,0.0
107387,0,0,0,1,1,0,0,1,0.0
253867,0,0,0,0,0,1,0,1,0.0
90305,0,0,0,1,0,1,0,1,0.0
82846,0,0,0,0,0,0,1,0,0.0
493264,1,0,0,0,0,0,1,0,0.0
79160,0,0,0,0,1,0,0,0,0.0
304415,0,0,0,0,0,1,1,0,0.0
101745,0,0,0,0,0,1,1,1,0.0
90142,0,0,0,1,0,1,0,1,0.0
68154,1,0,0,0,0,0,0,1,0.0
78243,1,0,0,0,0,0,1,0,0.0
72081,0,0,0,0,1,0,0,1,0.0
256103,0,0,0,0,0,1,1,0,0.0
271946,1,0,0,0,1,0,0,1,0.0
77745,0,0,0,1,1,0,0,0,0.0
302640,0,0,0,1,0,0,0,1,0.0
109198,1,0,0,0,0,1,1,1,0.0
99005,1,0,0,0,0,0,1,1,0.0
273923,0,0,0,0,0,0,1,1,0.0
113010,1,0,0,0,1,1,0,0,0.0
377062,1,0,0,0,1,0,1,0,0.0
188027,0,0,0,0,0,0,0,1,0.0
55960,0,0,0,0,1,0,0,1,0.0
55630,1,0,0,0,1,0,1,0,0.0
39628,0,0,1,0,1,0,1,1,0.0
962726,0,1,1,0,0,1,1,1,0.0
281373,1,0,1,0,0,0,0,1,1.0
280778,0,1,0,0,0,1,1,0,0.0
102603,1,0,1,0,1,0,0,1,0.0
240468,1,0,0,0,0,0,0,1,0.0
264935,0,0,0,0,1,0,1,0,0.0
89941,1,0,0,0,1,0,1,0,0.0
41546,0,0,0,0,1,0,1,1,0.0
87755,1,1,1,0,0,1,1,1,0.0
65436,0,0,0,0,0,0,1,1,0.0
68699,1,0,0,0,1,0,0,0,0.0
114787,0,1,0,0,0,0,1,1,0.0
87075,0,0,0,1,1,0,0,0,0.0
110251,0,0,1,0,0,0,1,1,0.0
422401,0,0,0,0,1,0,0,1,0.0
99426,1,1,0,0,1,0,1,0,0.0
82736,0,0,0,0,0,0,1,0,0.0
65769,0,0,0,0,0,0,0,1,0.0
66423,0,0,0,0,0,0,0,1,0.0
83996,0,0,0,0,1,0,0,1,0.0
65134,1,1,0,0,0,1,0,0,0.0
310849,1,0,0,1,0,0,0,1,0.0
269604,0,0,0,0,0,0,0,1,0.0
964185,0,0,0,0,1,0,1,0,0.0
109642,0,0,0,0,1,0,1,0,0.0
391774,1,0,0,0,0,0,0,1,0.0
102558,1,0,0,0,0,0,0,1,0.0
110074,0,0,0,1,0,0,1,1,0.0
77294,1,0,0,1,1,0,1,0,0.0
80539,0,0,0,0,0,0,1,1,0.0
97443,1,0,0,0,0,0,0,1,0.0
28772,0,1,0,0,0,0,0,1,1.0
67047,0,0,1,0,0,0,1,1,0.0
72931,0,0,1,0,0,0,0,1,0.0
87032,1,0,0,0,0,0,0,1,0.0
67927,1,0,0,0,1,0,1,0,0.0
473716,1,0,0,0,0,0,1,0,0.0
89489,1,0,0,1,1,1,0,0,0.0
95382,1,1,0,0,1,1,1,0,0.0
116707,0,1,0,1,0,0,0,1,0.0
1281125,0,0,1,0,0,0,1,0,0.0
96101,0,0,1,1,0,0,1,1,0.0
96487,1,0,0,0,1,0,1,0,0.0
119282,1,1,1,1,0,1,0,1,0.0
89469,1,0,0,1,0,1,0,0,0.0
203019,0,1,0,0,0,0,1,0,0.0
238546,0,0,0,1,1,0,1,0,0.0
1127904,0,0,0,0,0,0,1,0,0.0
283003,0,0,0,0,1,0,1,1,0.0
951216,1,0,0,0,1,0,0,1,0.0
378284,0,1,0,0,0,0,1,0,1.0
305711,0,0,0,0,0,1,0,1,0.0
300140,0,0,0,0,1,0,1,0,0.0
383216,1,0,1,0,1,0,0,1,0.0
183076,0,0,0,0,0,0,1,0,0.0
70723,0,0,0,1,1,0,0,0,0.0
114214,1,0,0,0,1,1,1,0,0.0
144528,0,0,0,1,0,1,0,1,0.0
989603,0,0,0,0,0,0,1,0,0.0
112896,0,0,0,1,1,0,0,1,0.0
291579,0,0,0,0,1,1,1,0,0.0
758774,1,1,0,0,1,1,1,0,0.0
65202,0,0,0,0,0,1,1,1,0.0
203297,0,0,0,0,0,1,1,0,0.0
371496,1,0,0,0,0,0,1,0,0.0
107478,0,0,0,0,0,0,0,1,0.0
1020559,1,0,0,0,0,0,1,0,0.0
66227,1,0,1,0,0,0,0,0,0.0
378417,0,0,0,0,1,0,0,1,0.0
80861,1,0,1,1,0,0,0,1,0.0
855824,0,0,0,0,0,1,1,1,0.0
120134,0,0,0,0,0,0,1,0,0.0
106701,0,0,1,0,0,0,0,1,0.0
95489,1,0,1,0,0,0,1,0,0.0
91877,0,0,0,0,1,0,0,1,0.0
94137,0,0,1,0,0,0,1,1,0.0
855895,0,0,0,0,0,0,1,0,0.0
99699,0,0,0,0,0,1,1,1,0.0
120889,0,0,0,1,0,1,1,0,0.0
887912,0,1,0,0,1,0,1,0,0.0
1125849,0,0,0,0,0,1,1,0,1.0
1068641,0,0,0,0,1,1,1,0,0.0
926759,0,0,0,0,0,0,1,0,0.0
1092020,0,0,0,0,0,1,0,1,0.0
1093824,0,1,0,0,0,0,0,0,0.0
71832,0,0,0,1,0,0,1,0,0.0
494228,0,0,0,0,1,0,0,0,0.0
69922,0,0,0,0,1,0,1,0,0.0
963208,0,1,0,0,0,0,0,1,0.0
1185834,1,0,1,1,1,0,0,0,0.0
467200,0,1,0,0,0,1,1,0,0.0
101698,0,0,0,1,0,0,1,1,0.0
964539,0,0,0,0,1,0,0,0,0.0
1302548,0,0,0,0,1,0,1,0,1.0
827517,0,0,0,0,0,0,1,0,0.0
1226273,0,0,0,0,1,0,1,0,0.0
308379,0,0,0,0,1,0,1,0,0.0
23563,0,0,0,0,1,0,1,0,0.0
111512,1,0,0,0,0,0,0,1,0.0
61452,1,0,0,0,0,0,0,1,0.0
144964,1,0,0,1,0,0,0,0,0.0
118528,0,0,0,0,1,0,1,0,0.0
160916,0,0,0,0,0,1,1,1,0.0
451079,1,0,1,1,0,0,0,1,0.0
460740,0,0,0,0,0,1,1,1,0.0
55254,1,1,1,0,0,0,0,1,0.0
33152,1,0,1,1,0,0,0,0,0.0
95776,1,1,1,0,0,0,0,1,0.0
66574,0,0,0,0,0,0,0,1,0.0
89360,0,0,0,0,1,0,1,0,0.0
98369,1,0,0,0,0,0,0,1,0.0
86058,1,0,0,0,1,0,1,0,0.0
469104,0,0,0,0,0,0,1,0,0.0
279967,1,1,1,0,0,0,0,1,0.0
2502970,1,0,1,0,0,0,0,1,0.0
416044,1,1,0,0,0,0,1,0,0.0
405629,0,0,0,0,0,0,1,1,1.0
119072,0,0,0,0,0,0,0,1,0.0
305714,1,0,0,0,0,1,1,1,0.0
427038,1,0,0,0,1,0,1,0,0.0
77681,0,0,0,0,1,0,0,0,0.0
175455,0,0,0,0,0,0,1,0,0.0
71939,0,0,1,0,1,0,0,1,0.0
76473,0,0,0,0,1,0,1,0,0.0
250465,0,0,0,0,0,0,1,0,0.0
1198186,0,0,0,0,0,1,1,0,0.0
338459,1,0,1,1,0,0,0,1,0.0
110771,0,0,0,0,0,0,1,1,0.0
377091,0,0,0,0,1,0,1,0,0.0
1286633,0,0,0,0,0,0,0,1,0.0
265930,0,0,0,0,0,1,1,1,0.0
73012,1,1,0,0,0,0,1,1,0.0
1119180,0,1,0,0,0,0,1,0,0.0
105585,1,0,0,0,1,0,0,0,0.0
1012804,0,0,0,0,0,0,1,0,1.0
818110,0,0,0,0,1,0,0,0,0.0
1037156,1,0,0,0,1,0,1,0,0.0
791303,0,0,0,0,1,1,1,0,0.0
1283896,0,0,0,0,0,0,1,0,0.0
478394,0,0,0,1,1,0,0,1,0.0
1286165,0,0,0,0,0,0,1,0,0.0
1171704,0,0,0,0,0,0,1,0,0.0
1275799,0,0,0,0,0,0,0,1,0.0
1284592,0,0,0,0,1,0,1,0,0.0
1284576,0,0,0,0,0,1,1,0,0.0
876563,1,0,1,1,0,0,0,1,0.0
834001,1,0,0,1,1,0,0,0,0.0
71076,1,0,0,0,0,0,0,0,0.0
805498,0,0,0,0,0,0,1,0,0.0
278017,0,1,0,0,0,0,1,0,0.0
926084,1,0,1,1,1,0,0,0,0.0
1440173,0,1,0,0,0,0,0,0,0.0
176241,0,0,0,0,0,0,1,0,0.0
466227,0,0,0,0,0,0,0,1,0.0
98287,0,1,0,0,0,0,1,0,0.0
82558,0,0,1,1,0,0,0,1,0.0
1183942,0,0,0,0,0,0,1,0,0.0
110123,0,1,0,0,0,0,0,1,0.0
95327,0,1,1,0,0,0,1,0,0.0
120618,0,0,0,0,0,0,0,1,0.0
64588,0,0,0,0,1,0,0,1,0.0
355954,0,0,0,0,1,0,1,0,0.0
361668,1,0,0,0,1,0,1,0,0.0
119225,0,0,0,0,1,0,1,1,0.0
51411,1,0,0,0,0,1,1,0,0.0
86312,0,1,0,0,1,0,1,0,0.0
86510,0,1,0,0,0,0,1,0,0.0
92804,0,1,0,0,0,0,1,0,0.0
202470,0,1,0,0,0,0,1,1,0.0
183659,0,1,0,0,0,1,1,0,0.0
362427,0,0,0,0,0,0,1,0,0.0
296842,0,0,0,0,0,0,1,1,0.0
1151827,0,0,0,0,0,0,1,0,0.0
120866,0,1,0,0,1,0,1,0,0.0
101628,0,0,0,1,1,0,0,1,0.0
