,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,imdb_id
317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,78788
318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1229238
319,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,83866
320,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1496025
321,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,120689
322,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1121096
323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,401792
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1179933
325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,206634
326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,831387
327,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1343092
328,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,144084
329,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,120815
330,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,834001
331,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1985949
332,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,413300
333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,120804
334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,477348
335,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4172430
336,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2717822
337,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1515091
338,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,988045
339,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1528100
340,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1483013
341,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1045658
342,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1700841
343,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,42332
344,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,298130
345,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,120616
346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3170832
347,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,79501
348,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,360717
349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3522806
350,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,859163
351,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,790724
352,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129387
353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83907
354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,800080
355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4154756
356,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1673434
357,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4302938
358,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,126029
359,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2980516
360,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,407887
361,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2080323
362,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,438097
363,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,112573
364,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3553976
365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4136094
366,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118799
367,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1245526
368,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80684
369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1182345
370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3065204
371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295701
372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120586
373,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802144
374,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100405
375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918940
376,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1667889
377,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1324999
378,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,492461
379,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71562
380,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,758758
381,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1815862
382,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,796366
383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250777
384,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2527336
385,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,936501
386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83242
387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1204977
388,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119654
389,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2199571
390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170439
391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2567026
392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,289043
393,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2101441
394,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,317219
395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1568346
396,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75314
397,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1570728
398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,93058
399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,242653
400,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,120667
401,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,405159
402,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,114814
403,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4160708
404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337978
405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1764651
406,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1392170
407,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2848292
408,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5247022
409,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1675434
410,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232829
411,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1259571
412,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2055765
413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55928
414,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,378194
415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282140
416,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3397884
417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,253474
418,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,477347
419,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,365748
420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377092
421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1194173
422,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,401855
423,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1895587
424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411697
425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1731141
426,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,103776
427,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,892769
428,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1735898
429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83552
430,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,93773
431,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1690953
432,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1217209
433,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1080016
434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1663662
435,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,443706
436,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1104001
437,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2638144
438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,407304
439,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1587310
440,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,167404
441,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87843
442,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2381991
443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788710
444,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,87332
445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1219289
446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,119177
447,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1791528
448,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,103874
449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,83944
450,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65421
451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4540710
452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,452608
453,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,384806
454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100802
455,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1078912
456,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4698684
457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,382625
458,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,493405
459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2250912
460,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1022603
461,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347149
462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4030600
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60196
464,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,117509
465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1527186
466,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,185937
467,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1979388
468,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1392214
469,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92995
470,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,454876
471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,120591
472,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,181689
473,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,837562
474,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,110475
475,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,440963
476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3896198
477,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118715
478,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1041829
479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2184339
480,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,351283
481,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,187738
482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86190
483,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,448157
484,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1772341
485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50083
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439456
487,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,70047
488,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367882
489,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111257
490,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1325004
491,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387499
492,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,409459
493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2096672
494,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2024469
495,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119698
496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,450278
497,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5073620
498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6682134
499,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1800241
