,Act_Adven_West,Mus_Bio_His_War_Doc,Sh_Ani_Fam,Fant_SF,Mys_Cri_Hor_Thr,Romance,Drama,Comedy
48543,0,0,0,0,1,0,1,0
384683,0,1,0,0,0,0,1,0
1149582,1,0,0,0,0,0,0,0
101497,0,0,0,1,1,0,0,0
113774,0,0,0,0,0,0,1,0
1536410,0,0,0,0,1,1,1,0
455829,1,0,0,0,1,1,0,0
53285,0,1,1,1,0,1,0,0
1264912,0,0,0,0,0,1,0,1
53268,0,1,0,0,0,0,0,0
186045,0,0,0,0,1,0,0,1
1813732,1,0,0,0,0,0,0,0
359203,0,1,0,0,0,0,0,0
28478,0,0,0,1,1,0,0,0
1792050,0,1,0,0,0,0,0,0
473310,1,1,0,0,1,0,0,1
106705,0,0,0,0,1,0,1,0
253840,0,0,0,0,0,1,1,1
1520956,0,0,0,0,1,0,0,0
102315,0,1,0,0,0,0,0,0
970948,0,1,0,1,0,0,0,1
27100,0,0,1,0,0,0,0,1
796302,0,0,0,0,0,0,1,0
1130746,0,1,0,0,0,0,0,0
256150,0,0,1,0,0,0,1,1
91445,0,0,0,0,0,1,1,1
3952,0,0,0,0,1,0,1,0
79596,0,1,0,0,0,1,1,0
241696,0,0,0,0,0,0,0,1
32353,0,0,0,0,0,1,1,1
1190722,0,1,0,0,0,0,0,1
1840417,0,0,0,0,1,1,1,0
107050,0,0,1,0,0,1,1,1
2027274,0,0,0,0,0,0,0,1
782047,1,0,0,0,1,0,0,0
2034737,1,1,0,0,0,0,0,0
255605,1,0,1,1,0,0,0,0
376958,0,0,0,0,0,0,0,0
120061,0,0,1,0,0,0,1,0
75784,0,1,0,0,0,0,1,0
826558,0,0,0,0,0,0,1,1
28579,1,0,0,0,0,1,1,0
196767,1,0,1,1,0,1,1,1
211385,0,0,1,0,0,0,1,0
1638952,0,1,0,0,0,0,0,1
374339,1,0,0,0,1,0,1,0
489018,1,0,0,0,1,0,0,0
134291,0,1,0,0,0,0,0,1
1233259,1,0,0,0,0,0,0,0
1493939,0,1,0,0,0,0,0,0
80482,0,0,0,0,0,0,1,0
111070,0,0,1,1,0,0,1,1
276878,1,0,1,0,0,0,0,0
1706441,0,0,0,0,0,0,1,0
288477,0,0,0,0,1,0,0,0
22183,0,0,0,0,0,1,1,0
74800,0,0,0,0,0,0,0,1
92857,1,0,0,0,1,0,1,0
43286,0,0,1,1,0,0,0,1
16847,0,0,0,1,1,0,1,0
66344,0,1,1,1,1,1,1,0
1337060,0,0,0,0,0,0,1,0
52944,0,0,0,0,1,0,0,0
69530,0,0,0,1,1,0,1,0
497938,0,0,0,0,0,0,0,1
168589,0,0,0,0,0,0,1,0
2372429,0,0,0,0,1,0,0,0
40092,0,0,0,0,0,0,1,0
85211,1,0,0,0,0,0,0,1
32842,0,1,0,0,1,0,1,0
43363,0,0,0,0,0,1,1,0
80541,0,1,0,0,0,1,1,1
328228,0,1,0,0,0,0,0,0
385932,0,0,0,0,0,0,1,0
155463,1,0,0,1,0,0,0,1
69718,0,0,0,0,0,0,1,0
377171,0,1,0,0,0,0,0,0
443310,0,0,0,0,0,1,1,1
119764,0,0,0,0,1,0,1,0
230652,0,1,0,0,0,1,1,0
88873,0,0,0,0,0,0,0,1
47171,0,0,0,0,0,0,1,1
283534,0,0,0,0,1,0,0,1
1332033,0,0,0,1,1,0,0,0
87889,0,0,0,0,0,0,0,1
424789,0,0,0,1,0,1,1,0
194946,1,1,0,0,0,0,1,0
34422,0,0,0,0,0,0,0,1
104057,0,0,0,0,0,1,1,0
117258,1,0,0,0,1,0,1,0
72353,0,0,0,0,0,0,1,1
1774576,0,0,0,0,1,0,0,0
158466,0,0,1,0,0,1,1,0
75409,0,1,0,0,0,0,1,0
85615,0,0,0,0,1,0,1,0
853127,0,0,0,0,0,0,0,1
1172168,1,0,0,0,0,0,1,1
171363,0,0,0,1,1,0,0,0
1523266,1,0,0,0,0,0,0,0
1156398,1,0,0,1,1,0,0,1
481025,0,1,0,0,0,0,0,0
1615076,0,0,0,0,0,0,0,1
91766,0,0,1,1,0,0,0,0
1851977,0,0,0,0,0,0,0,0
374036,0,0,0,0,0,1,1,0
124102,0,0,0,0,1,0,0,0
70300,0,0,0,0,1,0,0,0
120360,0,0,0,0,0,0,0,1
428765,0,0,0,0,1,0,1,0
21165,0,0,0,0,1,0,0,0
1588393,0,1,0,0,0,0,0,0
1703148,1,0,0,0,1,0,1,0
112342,1,0,1,0,0,0,1,0
87363,0,0,0,1,1,0,0,1
374621,1,0,1,0,0,0,0,1
885505,1,0,0,0,1,1,0,0
1698597,0,1,0,0,0,0,0,0
286108,0,0,0,0,1,0,0,0
1355217,0,0,0,0,0,1,1,0
64349,0,1,1,1,0,0,0,1
1977747,1,0,1,0,0,0,0,1
90383,0,0,0,0,0,0,0,1
423129,0,0,0,0,0,0,0,0
436013,0,0,0,0,0,0,1,0
116409,1,0,0,0,1,0,1,0
1156132,0,0,0,0,0,0,1,0
454914,0,1,0,0,0,1,1,0
46511,0,0,0,0,0,1,1,0
126208,0,0,1,0,0,0,1,0
1119202,0,0,0,0,0,0,1,1
1433810,0,0,0,0,0,0,1,0
416154,0,0,0,0,0,0,0,0
798423,1,0,0,0,0,0,0,1
180826,0,1,0,0,0,0,0,0
400234,0,0,0,0,1,0,1,0
57523,0,0,1,0,0,0,1,1
1392219,0,0,0,0,0,0,0,0
437272,1,0,1,0,0,0,0,0
370032,1,0,0,1,1,0,0,0
62242,0,0,0,0,0,0,0,1
97503,0,0,0,0,1,0,0,0
461826,0,0,0,0,1,0,0,0
1529233,0,1,0,0,0,0,1,1
1393000,1,0,0,0,1,0,1,0
1449175,0,0,0,0,0,0,1,0
22028,1,0,0,0,1,0,0,0
796212,1,0,0,0,1,0,0,0
861769,0,1,0,0,0,0,0,0
5544633,1,0,0,0,0,0,1,0
757264,0,1,0,0,0,0,0,0
265086,1,1,0,0,0,0,1,0
1160022,0,0,0,0,0,0,1,1
83972,0,0,0,0,1,0,0,0
1237926,0,1,0,0,1,0,0,0
122772,0,0,0,0,1,0,1,0
51773,0,0,0,0,0,1,0,1
109654,0,0,0,0,1,1,1,0
106464,0,0,0,0,0,0,1,0
1459986,0,0,0,0,0,0,1,0
1653913,0,0,0,1,1,0,0,0
44602,1,1,0,0,0,1,1,1
1964895,0,0,0,0,0,0,1,1
832309,0,0,0,0,0,0,0,1
857265,0,0,0,0,1,0,1,0
89821,0,0,0,0,1,1,1,0
1285311,0,0,0,0,0,0,0,1
1352765,0,0,1,1,1,0,0,1
65515,0,0,0,0,1,0,0,0
23284,0,0,0,0,1,0,1,0
379786,1,0,0,1,1,0,0,0
103312,0,1,0,0,1,0,1,0
488085,1,0,0,0,1,0,0,1
43362,0,0,0,0,0,0,1,0
1700458,0,0,0,0,0,1,0,1
118983,0,1,0,0,0,1,1,1
386409,0,0,1,1,0,0,0,1
1414820,0,1,0,0,0,0,0,0
1715730,0,0,0,0,0,0,0,1
1564363,0,0,0,0,1,0,0,0
1396557,0,1,0,0,0,0,0,1
418657,0,0,0,0,1,0,1,1
128376,0,0,0,0,0,0,1,1
1262863,0,1,0,0,0,0,0,0
72643,0,0,0,0,0,0,0,0
164538,0,0,0,0,0,1,1,0
57323,0,0,0,0,0,0,0,1
1505337,0,0,0,0,0,1,1,0
79483,1,0,0,0,0,0,0,0
367893,0,0,0,0,1,0,1,0
213790,0,0,0,0,0,0,0,1
61729,0,0,0,0,0,1,1,1
248667,0,1,0,0,0,0,1,0
216621,0,0,0,1,0,0,1,0
391256,0,0,1,0,0,0,0,0
118673,1,1,0,0,0,0,0,1
1372301,0,0,1,1,1,0,1,0
81040,0,0,1,0,0,0,0,1
1156519,1,0,1,0,1,0,0,0
47182,0,0,1,0,0,0,0,1
385400,0,0,0,0,1,0,1,0
22630,0,0,1,0,0,0,0,1
1001344,0,1,0,0,0,0,0,0
1275799,0,0,0,0,0,0,0,1
979872,0,1,0,1,0,0,0,0
1706475,0,0,0,0,0,1,1,0
1650461,1,0,0,0,0,0,1,0
1740468,1,0,0,0,0,0,0,0
73878,0,1,0,0,0,0,1,1
86989,0,0,0,0,0,0,0,1
33572,0,0,0,0,1,0,0,0
330691,0,0,0,0,1,0,0,0
142245,1,0,1,1,0,0,1,0
103838,0,1,0,0,0,1,1,0
89414,0,0,0,0,1,0,1,0
1509635,0,0,0,0,0,0,1,0
340086,0,0,0,0,1,0,1,0
765465,0,0,1,1,0,0,0,0
1323925,1,0,1,1,0,0,0,0
77665,1,0,0,1,0,0,1,0
84362,0,0,1,1,0,0,0,1
1669786,0,0,1,0,0,0,0,0
1760421,0,1,0,0,0,1,1,0
314105,1,0,0,1,0,0,1,0
86510,0,1,0,0,0,0,1,0
87527,0,0,0,0,1,0,0,1
67140,1,1,0,0,0,0,0,0
1113827,0,0,0,0,0,0,1,0
1031228,0,0,1,0,0,0,1,0
1235830,0,1,1,0,1,1,1,0
113819,0,0,0,1,0,1,0,1
84945,0,0,0,1,0,0,0,1
24967,0,0,0,0,0,0,0,1
1720044,0,0,0,0,0,0,0,1
22100,1,0,0,0,1,0,1,0
210390,0,1,0,0,0,0,0,0
112767,0,0,0,0,1,0,1,0
69992,0,0,0,0,1,0,0,0
108515,0,1,0,0,0,0,0,0
378431,0,1,0,0,0,0,0,0
1215855,0,0,0,1,0,1,0,0
806041,0,0,0,0,0,0,0,0
839938,0,0,0,0,1,0,1,0
1484076,0,0,0,0,0,1,1,0
455116,1,0,0,0,1,0,1,1
75888,0,0,0,1,1,0,0,0
441659,0,0,0,1,0,0,0,0
184871,0,1,0,0,0,0,0,1
110054,1,1,0,0,0,1,1,1
1699160,0,0,0,0,0,0,0,1
1014669,0,1,1,0,0,0,0,0
266849,0,0,0,0,0,0,1,1
1822308,1,0,0,0,1,0,0,0
95968,0,0,1,0,0,0,0,0
99237,0,0,0,0,0,0,1,0
58390,0,0,0,0,1,0,1,0
201368,0,0,0,0,0,0,1,1
94610,0,0,0,0,0,0,0,0
319970,0,0,0,1,1,0,1,0
137338,0,0,0,0,0,1,1,1
74119,0,1,0,0,1,0,1,0
67277,0,1,0,0,0,0,1,0
285034,1,0,1,0,0,0,1,0
435705,1,0,0,1,1,0,0,0
366548,0,1,1,0,0,1,0,1
1806911,0,1,0,0,1,0,0,0
395474,0,1,0,0,0,0,0,1
56234,1,1,0,0,0,0,1,0
82048,0,0,0,0,0,0,1,1
1131742,1,0,0,1,1,0,0,0
119899,1,1,1,0,0,0,0,1
80748,1,0,0,0,0,0,1,0
94835,1,0,0,0,0,0,1,0
474642,0,0,0,0,0,1,1,0
73349,1,1,0,0,0,1,1,0
412540,0,1,0,0,1,0,1,0
932547,0,0,1,0,0,0,1,0
82480,0,0,0,0,0,0,0,1
40907,0,0,1,0,0,0,0,1
340312,1,0,0,0,1,0,0,0
104581,0,0,0,0,1,0,0,1
371954,1,0,0,1,1,0,0,1
66286,0,0,0,0,1,0,1,0
206390,0,0,0,0,0,0,1,0
125474,0,0,0,0,0,0,1,0
403933,0,0,0,0,1,0,1,0
24473,0,1,0,0,0,1,1,1
44413,1,0,0,0,0,1,0,0
54717,0,1,0,0,0,0,0,1
907125,0,0,0,0,0,0,1,0
380389,0,0,0,0,0,1,1,0
40402,1,0,1,0,0,0,1,0
206805,0,1,0,0,0,0,0,0
62153,0,0,0,1,1,0,0,1
1555991,0,0,0,0,0,0,0,1
144669,0,0,0,0,0,0,1,0
116081,0,0,0,0,0,0,0,1
1332653,1,0,0,1,1,0,0,0
119369,0,0,0,0,0,1,1,0
116039,1,0,0,0,1,0,0,0
2069916,0,1,0,0,0,0,0,0
478978,0,0,0,0,1,0,1,0
35860,0,0,0,0,1,0,1,0
339343,0,1,1,0,0,0,1,0
791309,0,0,0,0,0,0,1,1
1000768,1,0,0,1,0,0,0,0
21168,0,0,0,0,1,0,0,0
37829,0,0,0,0,1,0,1,0
1823202,0,0,0,0,0,0,1,0
65509,1,0,0,0,0,0,0,0
338326,0,0,0,0,0,0,0,1
387358,0,0,0,0,1,0,1,0
227963,1,0,1,0,0,0,1,0
892899,1,0,0,1,1,0,0,0
124057,0,0,1,0,0,1,1,1
332720,0,1,1,0,1,0,0,1
80500,0,0,0,0,0,0,1,0
2161619,0,0,0,0,0,0,0,0
80843,0,0,0,0,0,0,1,0
1932691,0,0,0,0,1,0,0,0
2637720,0,1,0,0,1,0,0,0
395171,0,0,1,0,1,0,0,0
116629,1,0,0,1,0,0,0,0
1841848,0,0,0,0,0,0,0,0
74402,1,0,0,1,0,0,0,0
1876441,0,0,0,0,1,0,1,0
40982,0,0,0,0,0,1,0,1
1217012,0,1,0,0,0,0,0,0
170082,0,1,0,0,0,0,0,1
143235,0,0,0,0,1,0,1,0
81673,0,1,0,0,0,0,0,1
24249,0,0,0,0,0,0,1,0
104549,0,0,0,0,1,0,1,0
62322,0,0,0,0,0,0,1,0
765451,1,1,0,0,0,0,1,0
28665,0,1,0,0,0,1,0,0
106455,1,0,0,0,1,0,1,0
41253,1,0,0,0,1,0,1,0
61372,0,0,0,1,1,0,0,1
1389127,0,1,0,0,1,0,1,0
64541,0,0,1,0,0,0,1,0
331701,0,0,1,0,0,0,1,0
5544471,0,0,0,0,0,1,1,0
1934487,0,0,0,0,0,1,1,0
127513,0,0,1,0,0,0,1,0
79859,1,0,1,1,0,0,0,1
322191,0,0,0,0,1,1,0,0
36922,0,1,0,0,0,1,0,1
1210355,0,0,0,0,1,0,1,0
73317,0,0,0,0,0,0,1,1
1091664,0,0,0,0,0,0,1,0
1462667,1,0,0,0,1,0,1,0
50271,0,0,0,0,1,0,1,0
59643,1,0,0,1,1,0,1,1
43303,0,0,0,0,1,0,0,1
429462,1,0,1,1,0,0,0,0
16591,0,0,1,0,0,0,0,1
403267,0,0,0,0,1,0,0,0
113273,0,1,0,0,1,1,0,1
1613622,0,1,0,0,0,0,0,0
142249,1,0,1,1,0,0,0,0
45124,0,0,0,0,1,1,1,0
56800,1,1,0,0,0,0,1,0
88850,0,0,0,0,0,0,0,1
35370,0,1,0,0,0,0,0,0
48983,1,1,0,0,0,0,0,0
128059,1,0,0,1,0,0,1,0
70706,1,0,0,0,1,0,1,0
1285248,0,0,0,0,0,0,1,0
83894,0,0,0,0,0,0,1,0
337917,1,0,1,0,1,0,0,1
1201984,0,1,1,0,0,0,0,0
1095218,0,0,0,0,1,0,0,0
1605777,0,0,0,0,1,0,1,0
115676,0,0,1,0,1,0,0,1
65168,0,0,0,1,1,0,0,0
35763,1,1,0,0,1,1,1,0
1948150,1,0,0,0,1,0,1,0
1139579,0,1,0,0,0,0,0,1
1264068,0,1,0,1,0,0,0,0
144095,1,0,1,0,0,0,0,0
146468,0,0,0,0,0,0,1,0
1420543,0,1,0,0,0,0,1,0
71737,0,1,0,0,0,1,1,0
1529347,1,1,0,0,0,0,0,0
995036,0,1,0,0,0,0,1,0
9678,0,0,1,0,0,1,1,1
1729637,1,0,0,0,0,1,1,1
103768,1,0,0,1,0,0,0,0
225683,1,0,0,1,1,0,0,0
481513,0,0,1,1,0,0,0,1
98244,0,0,0,0,0,0,0,1
115471,1,0,0,1,1,0,0,0
143338,0,0,0,0,1,0,0,0
275309,0,1,0,0,0,0,0,0
1000095,1,0,1,1,0,0,0,0
63054,1,0,0,0,1,0,1,1
1090332,0,0,1,0,0,1,0,0
1242627,0,1,0,0,0,0,0,0
67217,0,0,0,0,1,0,1,1
91464,1,0,0,0,1,0,0,1
144214,0,0,0,0,1,0,1,0
416854,0,0,0,0,1,0,1,1
107630,0,0,0,0,0,1,1,0
1596352,0,0,0,0,1,0,1,0
165756,1,0,0,1,1,0,0,0
131479,1,0,1,0,1,0,0,0
1471352,1,0,0,1,1,0,0,0
83291,1,0,0,0,1,0,0,0
452778,0,0,0,0,0,0,0,1
1924354,0,0,0,0,0,1,0,1
56964,0,0,0,0,0,1,0,1
96098,1,0,0,0,1,0,1,0
1617299,0,1,0,0,0,0,0,0
99697,0,0,0,0,1,0,1,0
87418,0,0,0,0,0,0,0,1
1315584,1,0,1,0,0,0,0,1
53348,0,0,0,0,1,0,1,0
103893,1,0,0,1,1,0,0,1
93323,0,0,0,0,0,1,1,0
975738,1,1,0,0,1,0,1,0
71519,0,0,0,1,1,0,0,0
387892,0,0,0,0,0,1,1,0
34273,0,1,0,0,0,1,0,1
104905,1,0,1,1,0,0,0,1
303806,0,0,1,0,0,0,0,0
185591,0,0,0,0,0,0,1,0
80140,0,0,0,0,0,0,1,1
1101026,1,1,0,0,0,1,1,0
304327,0,0,0,0,0,0,0,1
252649,0,0,0,0,1,0,0,0
441034,0,0,0,0,1,0,1,0
1143110,1,0,0,0,1,0,0,1
38334,1,1,0,0,0,0,1,0
125578,0,0,0,0,0,0,0,1
421640,1,0,0,0,0,0,1,0
50987,0,0,1,1,0,0,1,0
52256,0,1,0,0,0,0,0,0
84893,0,1,0,0,0,0,1,0
291988,0,0,0,0,0,0,1,1
843873,1,0,0,0,1,0,0,0
972542,1,0,1,1,1,0,0,1
177347,0,0,0,0,0,0,1,1
1244666,1,1,0,1,0,0,1,1
107151,0,0,0,0,0,1,1,0
52045,0,0,0,0,0,0,0,1
91305,0,0,0,0,1,0,0,0
108221,0,1,0,0,0,0,1,0
1277728,0,0,0,0,0,0,1,1
85588,0,0,0,0,0,0,0,1
63850,0,0,0,0,0,0,1,0
82348,1,0,0,1,0,1,1,0
1891750,0,0,0,0,1,0,1,1
486028,0,0,0,0,1,0,1,0
834581,1,0,1,1,0,0,0,1
366292,0,0,0,0,1,0,0,0
29583,0,1,1,1,0,1,0,0
187579,0,0,0,0,0,0,1,0
51398,1,1,0,0,0,1,1,0
124079,0,0,1,0,0,0,0,1
231342,0,1,0,0,0,0,0,0
1440345,0,0,0,0,0,0,1,1
118851,0,0,0,0,0,1,1,0
138074,0,0,1,1,0,0,0,0
908423,0,0,0,0,0,0,1,0
774755,0,0,0,0,0,0,1,1
51631,0,0,0,1,1,1,0,0
1531622,0,0,0,0,0,1,1,0
447172,0,0,0,0,1,0,0,0
56371,0,0,0,0,0,1,1,0
1518859,0,0,0,0,0,0,1,0
68795,0,0,0,0,0,0,1,0
293509,1,0,0,0,1,0,1,0
839756,0,0,0,0,0,0,0,1
76645,0,0,0,0,1,0,1,0
383902,0,0,0,0,1,0,1,1
495624,0,0,0,0,0,0,1,1
104776,0,0,0,0,0,0,1,0
808285,0,0,0,0,0,1,1,1
38363,0,0,0,1,0,1,1,1
56365,0,0,0,1,0,0,0,1
65962,1,0,0,0,1,0,1,0
2012576,0,0,0,0,0,0,1,0
93714,1,0,0,0,1,0,0,1
1365474,0,0,0,0,0,1,1,0
1599373,0,1,0,0,0,0,0,0
1544590,0,0,0,0,0,0,1,0
21800,0,1,0,0,0,1,1,0
352622,0,0,0,0,0,1,1,0
474427,0,1,0,0,0,0,0,0
99200,0,0,0,0,0,1,1,1
82416,0,0,0,0,0,1,1,0
783476,0,1,0,0,0,0,0,0
38640,0,0,0,0,1,0,0,0
205905,0,1,1,0,0,0,0,0
1223980,0,0,0,0,1,0,0,0
424095,1,0,1,0,0,0,0,1
71277,1,0,0,0,0,0,0,1
2166187,0,1,0,0,0,0,0,0
965457,0,0,0,0,0,0,0,1
1336006,0,0,0,1,1,0,0,1
1320401,0,0,0,0,0,0,0,1
53168,0,0,0,0,1,0,1,0
1942962,0,1,0,0,0,0,0,0
382737,0,1,0,0,0,1,1,0
2368669,1,1,1,0,0,0,0,0
182766,0,1,0,0,0,0,0,0
66952,0,0,0,1,1,1,1,0
314620,1,0,1,0,0,0,0,0
391104,0,0,0,0,0,1,0,1
1509735,1,0,0,0,0,0,1,0
209489,1,0,1,1,0,0,0,0
464049,0,0,0,0,0,1,1,1
100440,0,1,0,0,0,1,1,0
74462,0,1,0,0,1,1,1,0
90576,0,1,0,0,0,1,1,0
102849,0,0,0,0,0,0,0,1
461708,1,0,0,0,0,1,1,0
177217,1,0,0,0,0,0,0,0
810896,0,0,0,0,0,0,0,1
1805203,0,1,0,0,0,0,0,0
885415,1,0,1,1,0,0,1,0
28074,0,0,0,0,1,0,1,0
39866,0,1,0,0,0,0,0,1
5544400,0,0,1,0,0,0,1,0
1523491,1,0,0,0,1,0,1,0
81283,0,0,0,0,0,0,1,0
1104684,1,0,0,0,1,0,0,0
97067,1,0,1,0,1,0,1,1
51955,0,0,0,0,0,0,1,1
803035,0,0,0,0,0,0,0,1
489281,0,1,0,0,0,0,1,0
186195,1,0,0,0,0,0,0,0
84824,1,0,0,1,0,0,1,0
1599913,0,0,0,0,0,0,0,1
1307058,1,0,0,0,0,0,0,0
28807,1,0,0,0,0,0,1,0
295001,0,1,0,0,0,1,0,1
97674,0,0,1,0,0,0,0,1
244491,0,0,0,0,0,0,0,1
268575,0,1,0,0,0,0,0,0
1862444,0,0,0,0,1,0,1,0
91003,1,0,0,1,1,0,0,0
131534,0,0,0,0,1,0,0,1
115851,0,0,0,0,0,0,0,1
40720,1,0,0,0,0,0,0,0
828376,1,0,1,0,0,0,0,1
1337152,0,0,0,0,0,0,0,1
58153,0,0,0,0,0,0,0,1
55106,0,0,0,0,1,0,0,0
1756708,0,0,0,0,0,0,1,0
324941,1,1,1,0,0,0,0,1
1322288,0,0,0,0,0,0,1,1
853190,0,0,1,0,1,0,0,1
1034447,0,0,0,1,1,0,0,0
95709,1,0,0,1,1,0,1,0
1243953,0,0,0,0,0,0,0,1
210909,0,0,0,1,1,0,0,0
946984,0,0,0,0,1,0,0,0
1018887,0,1,0,0,0,0,0,0
466669,0,0,0,1,0,1,1,1
165400,1,0,0,1,0,0,0,0
100707,1,0,0,0,1,0,1,0
277941,1,1,0,0,1,1,1,0
1003014,0,0,0,0,0,0,1,0
65963,0,0,0,0,0,1,1,1
84548,0,0,0,0,1,0,1,0
56869,0,0,0,0,1,1,1,0
371424,0,1,1,0,0,0,0,0
2113645,0,1,0,0,0,0,0,0
2300992,1,0,0,0,1,0,0,1
1255951,1,1,0,0,0,0,1,1
120177,1,0,0,1,1,0,0,0
36030,0,0,0,0,0,0,0,1
391191,0,1,0,0,0,1,1,1
250617,1,0,0,0,1,0,1,0
1517274,0,1,0,0,0,0,0,0
1126536,0,0,0,0,0,0,0,1
1511532,0,1,0,0,0,0,0,0
41650,1,0,0,1,0,0,1,0
33948,0,0,0,0,0,0,0,1
100631,1,0,0,0,0,0,0,1
462002,0,1,0,0,0,0,0,1
140307,1,0,0,0,1,0,1,0
1023441,0,1,0,0,0,1,1,0
70585,0,0,0,1,0,0,0,0
435618,0,1,0,0,0,0,0,0
443567,1,0,0,1,1,0,1,0
296210,0,0,0,0,0,0,1,0
80328,0,0,0,0,0,0,0,1
93075,0,0,0,1,1,0,0,0
336693,0,1,1,0,0,0,0,0
32206,0,0,1,0,0,1,0,1
428518,0,1,0,0,0,0,0,0
363728,0,0,0,0,0,1,0,1
1523367,1,0,0,1,1,0,0,0
976119,0,0,0,0,0,0,0,0
111512,1,0,0,0,0,0,0,1
1477109,1,0,0,1,0,0,1,0
82390,0,0,0,1,0,0,1,1
99422,1,1,0,0,1,1,0,1
115109,1,0,0,0,1,0,1,0
1852036,1,0,0,0,0,1,1,1
86443,1,0,0,1,0,0,0,0
1512792,1,0,1,1,0,0,0,0
5238698,0,1,0,0,0,0,0,0
94965,0,0,0,0,0,0,1,0
111082,0,0,0,1,1,0,0,0
214952,0,1,0,0,0,0,0,0
479311,0,0,0,0,0,0,0,1
103068,0,0,0,0,0,1,1,1
61996,0,0,0,0,0,0,1,0
452634,0,0,0,0,0,1,1,1
80009,0,0,0,0,0,1,1,0
414224,0,1,0,0,0,0,0,1
62844,1,1,0,0,0,0,1,0
93798,1,0,1,1,0,0,0,0
343660,0,0,0,0,0,1,0,1
44699,0,0,1,0,0,0,0,1
95366,1,0,0,0,1,0,1,0
57950,0,1,1,1,0,1,0,0
1139282,0,0,0,0,1,0,1,0
305224,0,0,0,0,0,0,0,1
1891794,1,0,0,0,0,0,0,0
427461,0,0,0,0,1,0,1,0
1223930,0,0,0,0,0,0,1,0
765010,0,1,0,0,1,0,1,0
930902,0,0,1,0,1,1,1,0
72996,0,0,0,0,1,0,1,0
358768,0,0,1,0,0,0,1,0
449045,0,0,0,0,0,0,1,0
48976,1,0,0,0,1,1,0,0
1378378,1,1,1,0,0,0,0,1
1694561,0,0,0,0,0,1,1,1
64426,1,0,0,0,0,0,0,0
1586246,0,0,1,0,0,0,0,0
278351,1,0,0,1,0,1,1,0
282342,1,0,1,0,1,0,0,0
492488,0,1,0,0,0,0,0,0
1175489,0,0,0,0,0,1,1,0
114753,0,0,1,0,0,0,1,0
366943,0,0,0,0,0,1,1,0
152223,0,1,0,0,0,0,0,0
271397,0,1,0,0,1,0,1,1
1313146,0,1,0,0,0,0,0,1
757361,0,0,0,0,0,0,1,1
271237,0,0,0,0,1,0,0,0
76902,1,0,0,1,0,0,0,0
493459,0,1,0,0,0,0,0,0
129257,0,1,0,0,0,1,0,1
24239,0,0,0,0,1,0,0,1
1067769,0,0,1,0,0,0,1,1
61770,1,0,0,0,0,0,1,0
112422,0,0,0,0,0,0,0,1
435751,0,0,0,0,0,1,1,0
37151,0,0,0,0,1,0,0,1
1463403,0,0,0,0,1,0,0,0
103850,0,0,0,0,0,0,1,1
49784,0,0,0,0,0,0,1,0
1733733,0,0,0,0,0,0,1,0
920476,1,0,0,0,0,0,0,0
81047,0,0,0,0,0,0,0,1
808171,0,1,0,0,0,1,0,0
76170,0,0,0,0,0,0,0,1
240014,1,0,0,0,1,0,0,0
1137448,0,0,0,0,1,0,0,0
102220,0,0,0,0,1,0,0,0
306100,0,0,0,0,0,0,0,0
91559,0,0,0,0,0,1,1,0
1825889,0,0,0,0,0,0,0,1
76820,1,0,0,0,1,1,0,1
1059925,0,0,0,0,0,1,1,0
83519,0,0,0,0,0,0,0,1
35689,0,1,0,0,0,0,1,0
1951090,0,1,0,0,0,0,0,0
89656,0,0,0,0,0,1,0,1
309320,1,1,0,0,1,0,1,0
2104878,1,1,1,1,0,1,1,1
1262958,0,1,0,0,0,0,0,0
449946,0,1,0,0,0,0,0,0
43514,0,1,0,0,0,0,0,1
34492,0,0,1,0,0,0,1,0
105750,0,0,0,0,0,1,1,1
1515750,0,0,0,0,0,0,0,1
134618,0,0,0,0,0,0,1,1
37691,0,0,0,0,1,1,0,0
285066,0,0,0,0,1,1,1,1
47444,1,1,0,0,0,1,1,0
29843,1,0,0,0,0,1,1,0
956144,0,0,1,0,0,0,0,0
775444,0,1,0,0,0,0,0,0
109831,0,0,0,0,0,1,1,1
73812,0,1,0,0,0,0,1,0
1701218,0,0,0,0,1,0,0,0
51704,0,0,0,0,0,0,1,1
40946,1,0,0,0,0,1,1,0
90209,0,0,0,0,1,0,1,1
222186,0,0,0,0,0,0,1,0
1045874,0,1,0,0,0,0,0,0
96142,0,0,0,0,1,0,0,1
80310,0,1,0,0,0,0,1,0
478304,0,0,0,1,0,0,1,0
1941560,0,0,0,0,1,0,0,0
1604937,0,0,0,0,1,0,0,0
1284027,0,1,0,0,0,0,0,0
112387,0,0,0,0,1,0,1,0
93418,0,0,0,1,0,0,0,1
33105,1,0,0,0,0,1,1,0
73109,0,1,0,0,0,0,1,0
100273,1,0,0,0,1,0,1,0
112495,1,0,0,0,1,0,1,0
799911,0,0,0,0,0,0,1,0
116165,0,0,1,0,0,0,0,1
1437212,0,0,0,1,1,0,1,0
118925,0,0,1,0,0,0,1,1
49737,0,1,0,0,0,1,1,0
75900,0,0,0,1,1,0,0,0
1430097,0,0,1,0,0,0,1,0
113097,0,0,0,0,0,1,1,1
457477,0,0,1,0,0,0,1,0
44778,1,0,0,0,0,0,1,0
1715802,0,1,1,0,0,0,1,0
949506,0,1,0,0,0,0,1,0
82633,0,0,0,0,0,0,1,0
